IlmnID,CHR,Relation_to_UCSC_CpG_Island,MAPINFO,Probe_SNPs_10,Probe_SNPs
cg18957484,12,Island,99038577,"",""
cg18958591,12,N_Shelf,7339716,"",""
cg18959988,12,"",7072891,"",""
cg18960620,12,S_Shelf,122067403,"",""
cg18961101,12,S_Shelf,4923116,"",""
cg18961791,12,Island,100536100,"",""
cg18982568,12,"",53097169,"",rs17118224
cg18990042,12,Island,48399169,"",""
cg18990761,12,Island,123756318,"",""
cg18997918,12,Island,132263618,"",""
cg19003430,12,Island,44152759,"",""
cg19004285,12,S_Shore,95468616,"",""
cg19005275,12,N_Shelf,113588263,rs59617884,""
cg19005319,12,"",130481832,"",""
cg19005335,12,S_Shore,124942016,"",""
cg19006003,12,"",111284826,"",""
cg19006060,12,S_Shore,15374609,"",""
cg19007602,12,N_Shore,93963603,"",""
cg19008266,12,"",51346506,"",""
cg19008320,12,Island,133178856,"",""
cg19008597,12,S_Shore,25102431,"",""
cg19008693,12,"",48270864,"",""
cg19009132,12,"",13362422,"",rs11608741
cg19012949,12,N_Shelf,133183595,"",""
cg19013339,12,"",96052514,"",rs1362970
cg19014335,12,N_Shore,50099568,"",""
cg19014368,12,N_Shelf,131197049,rs77234486,rs2895139
cg19014435,12,"",130589252,"",rs73444941
cg19016264,12,"",122196768,"",""
cg19016289,12,Island,51566731,"",""
cg19016652,12,"",16760040,"",""
cg19016782,12,"",123741754,"",rs1969354
cg19016972,12,"",8012926,"",""
cg19018201,12,S_Shore,4554962,rs71583763,""
cg19020694,12,Island,110906055,"",""
cg19021431,12,"",92814870,"",""
cg19021466,12,Island,85305742,"",rs76574339
cg19021929,12,"",92997209,"",""
cg19025224,12,S_Shore,57597770,"",""
cg19025524,12,"",109796872,"",""
cg19026573,12,Island,133137360,"",rs9971653
cg19026802,12,"",131443260,"",""
cg19026859,12,N_Shore,112818601,"",""
cg19027126,12,"",3646576,"",""
cg19027571,12,Island,133463885,"",""
cg19029509,12,Island,107712140,"",""
cg19034038,12,N_Shore,45443996,"",""
cg19035004,12,Island,15942522,"",""
cg19047077,12,"",105044897,"",""
cg19047942,12,Island,8332810,"",""
cg19048301,12,S_Shelf,32912601,"",""
cg19048791,12,"",120199974,"",""
cg19048863,12,Island,102455840,"",rs75876102
cg19049437,12,Island,31769499,rs498080,""
cg19049607,12,N_Shore,12764333,"",""
cg19049858,12,N_Shore,53661747,"",""
cg19050555,12,S_Shelf,49662405,"",""
cg19051225,12,Island,121837829,"",""
cg19051238,12,"",70326318,"",""
cg19052124,12,"",50023727,"",""
cg19052193,12,S_Shore,113660441,"",""
cg19054708,12,Island,133405370,"",""
cg19055098,12,"",52165097,rs77880782,""
cg19055828,12,"",51139321,"",""
cg19056004,12,Island,7023262,"",""
cg19056573,12,N_Shore,132899065,"",""
cg19058544,12,N_Shelf,100965172,"",rs76530017
cg19058685,12,Island,54440806,"",""
cg19059707,12,"",64080622,"",""
cg19060382,12,S_Shore,104324997,"",""
cg19060823,12,S_Shore,69081387,"",""
cg19061112,12,"",106491043,"",""
cg19062108,12,N_Shore,57630834,"",""
cg19065106,12,S_Shelf,53722177,"",""
cg19066078,12,"",130571342,"",""
cg19066141,12,Island,48395868,"",""
cg19066691,12,"",73547253,rs10879566,rs11179570
cg19067392,12,"",131291630,"",""
cg19069039,12,N_Shelf,52238665,"",""
cg19069347,12,Island,1059231,"",""
cg19069360,12,"",1922058,"",rs77020420
cg19070138,12,N_Shelf,130181631,"",""
cg19075838,12,Island,15941986,"",""
cg19078769,12,Island,124457941,"",""
cg19083133,12,"",111374295,"",""
cg19083459,12,N_Shore,28122371,"",""
cg19083634,12,N_Shore,117256864,"",""
cg19083909,12,N_Shore,120030707,"",""
cg19084629,12,"",117407879,"",""
cg19085037,12,S_Shore,115106036,"",""
cg19086858,12,Island,31743367,"",rs12825684
cg19088962,12,"",54576274,"",""
cg19089649,12,S_Shelf,53186067,"",rs3887954
cg19090533,12,S_Shelf,133536292,"",""
cg19090761,12,S_Shelf,4923404,"",""
cg19091036,12,Island,114878144,"",rs77102432
cg19091257,12,S_Shore,9217907,"",""
cg19091366,12,Island,94853648,"",""
cg19091601,12,Island,62860780,"",""
cg19091779,12,S_Shelf,13200089,"",""
cg19092266,12,"",8179360,"",""
cg19092721,12,N_Shore,122260723,"",""
cg19092735,12,"",52575862,"",""
cg19093689,12,Island,49783097,"",""
cg19094597,12,"",13365769,"",""
cg19098710,12,Island,113541698,"",""
cg19100996,12,N_Shore,133138586,"",""
cg19104032,12,"",113224098,"",""
cg19104830,12,Island,7342086,"",""
cg19105072,12,N_Shelf,121121641,"",""
cg19107511,12,S_Shelf,52476217,"",""
cg19109120,12,N_Shore,111126532,"",rs77062249
cg19109601,12,S_Shelf,101677286,"",""
cg19111271,12,"",58566617,"",""
cg19112275,12,S_Shore,26987164,rs75404742,""
cg19112564,12,Island,113623470,"",""
cg19112804,12,S_Shelf,117322430,"",rs78474446
cg19115204,12,N_Shore,64782908,"",""
cg19115941,12,Island,187284,"",""
cg19116018,12,Island,132314538,"",""
cg19118072,12,"",94660675,"",""
cg19119119,12,Island,49760396,"",""
cg19119577,12,"",34480369,"",""
cg19120125,12,"",10978950,"",""
cg19120225,12,"",123595024,"",""
cg19120580,12,N_Shelf,49173414,"",""
cg19121163,12,N_Shelf,57470042,"",""
cg19121684,12,S_Shore,120652844,"",""
cg19122402,12,"",111892971,"",""
cg19123465,12,Island,133131971,"",rs12816694
cg19124242,12,"",105747184,"",""
cg19127208,12,"",133473370,"",""
cg19127884,12,Island,107349499,"",""
cg19130180,12,"",81232149,"",""
cg19131343,12,Island,133015520,"",""
cg19132680,12,"",95449869,rs79667267,""
cg19133948,12,"",76856664,"",""
cg19136183,12,Island,99038551,"",""
cg19137098,12,Island,133464074,"",""
cg19138325,12,Island,129429698,"",""
cg19140085,12,"",16759565,"",""
cg19141861,12,Island,120966964,"",""
cg19142411,12,Island,1059047,"",""
cg19145886,12,"",132561971,"",""
cg19152518,12,Island,31743857,"",""
cg19154173,12,Island,112451600,"",""
cg19155552,12,"",112369383,"",""
cg19156231,12,Island,52115539,"",""
cg19160624,12,"",68221623,"",""
cg19160799,12,Island,56101445,"",""
cg19162598,12,N_Shore,108955303,"",""
cg19163396,12,"",133382933,rs59417780,""
cg19164335,12,Island,49485151,"",""
cg19164621,12,"",19794901,"",""
cg19164987,12,Island,54413000,"",""
cg19171375,12,"",94658631,"",""
cg19171792,12,"",3427463,"",""
cg19172447,12,"",132551483,"",""
cg19175386,12,N_Shore,115134496,"",rs2279801
cg19178585,12,"",109971145,"",rs7966661
cg19179869,12,"",5552386,"",""
cg19180555,12,"",5982295,"",""
cg19181132,12,S_Shore,59314527,"",""
cg19182035,12,"",3393005,"",rs71577823
cg19182423,12,"",12814269,"",""
cg19182597,12,N_Shore,54426670,"",""
cg19183325,12,N_Shore,133066486,"",""
cg19184449,12,N_Shore,52700707,"",""
cg19184878,12,S_Shelf,133345086,"",""
cg19184897,12,"",58282506,"",""
cg19186356,12,N_Shore,112204327,"",""
cg19186380,12,Island,54427029,"",""
cg19186435,12,Island,111806796,"",""
cg19186614,12,Island,214194,"",""
cg19187521,12,Island,26279544,"",""
cg19188182,12,Island,72667512,"",""
cg19188297,12,"",51219239,"",""
cg19188370,12,"",125103181,"",""
cg19188855,12,Island,54355476,"",""
cg19189012,12,Island,56401370,"",""
cg19189965,12,Island,123459820,"",""
cg19190217,12,Island,49318749,"",""
cg19191272,12,"",114395548,"",""
cg19191401,12,S_Shore,64238538,"",""
cg19194645,12,Island,125223540,"",""
cg19195609,12,Island,123464932,"",""
cg19196182,12,N_Shore,99038046,"",""
cg19198386,12,"",89811742,"",""
cg19198919,12,N_Shelf,109527430,"",""
cg19198993,12,"",131708300,"",""
cg19199865,12,"",25216962,"",""
cg19200285,12,Island,2800755,"",""
cg19202020,12,Island,56320952,"",""
cg19202292,12,Island,54347057,"",""
cg19202886,12,"",50288819,rs74356067,""
cg19204189,12,N_Shore,1973208,"",""
cg19204834,12,"",6281453,"",""
cg19205498,12,S_Shore,133431064,"",""
cg19205533,12,Island,15373987,"",""
cg19206914,12,"",43173345,"",""
cg19207364,12,"",12601972,rs7954290,""
cg19208700,12,Island,117257305,"",""
cg19211149,12,Island,3982353,"",""
cg19213167,12,"",119836173,"",rs12368799
cg19214184,12,N_Shore,112621527,"",""
cg19215678,12,Island,124821188,"",""
cg19217692,12,"",57998656,"",""
cg19218492,12,"",86995758,"",""
cg19218607,12,N_Shelf,49928924,"",""
cg19219778,12,"",55378638,"",rs1906495
cg19220825,12,N_Shore,50353951,"",""
cg19220923,12,N_Shore,133018108,"",""
cg19221542,12,N_Shore,130644629,"",""
cg19222397,12,S_Shelf,7129898,"",rs78443201
cg19223314,12,Island,122751227,rs79844623,""
cg19223467,12,"",10183267,"",""
cg19224639,12,"",28186450,"",""
cg19224886,12,N_Shelf,72054629,"",""
cg19225099,12,"",53243489,"",""
cg19225178,12,"",33176381,"",""
cg19226593,12,N_Shore,57940444,"",""
cg19228848,12,N_Shore,49463115,"",""
cg19229991,12,"",18242549,"",""
cg19231697,12,S_Shelf,54478754,"",rs76265470
cg19232929,12,N_Shore,52299524,"",rs73111518
cg19233268,12,S_Shore,52715661,"",""
cg19234613,12,"",107832502,"",""
cg19235645,12,N_Shore,124787691,rs12579304,""
cg19235974,12,S_Shelf,1063197,"",""
cg19237421,12,Island,31479356,"",""
cg19237809,12,Island,46120899,"",""
cg19241112,12,"",77244839,"",""
cg19243330,12,"",53552274,"",""
cg19243391,12,Island,53400895,"",""
cg19243777,12,Island,26278767,"",""
cg19244722,12,"",2048973,"",""
cg19245612,12,N_Shore,133295328,"",rs12423651
cg19247398,12,"",132946648,"",""
cg19248676,12,Island,115135926,"",""
cg19250083,12,N_Shelf,30845811,"",""
cg19251738,12,"",2067690,"",""
cg19252671,12,Island,12871110,"",rs2066827
cg19253410,12,S_Shore,49420669,"",""
cg19253743,12,"",109678973,"",""
cg19255118,12,N_Shore,8234656,"",""
cg19256236,12,Island,49932216,"",""
cg19256314,12,"",109227237,"",""
cg19256813,12,N_Shore,117627286,rs7300968,""
cg19257402,12,"",132356988,"",""
cg19258682,12,Island,109535996,"",""
cg19258868,12,"",57585184,"",""
cg19258882,12,Island,56472805,"",""
cg19260084,12,N_Shore,103349055,"",""
cg19260189,12,"",106995001,"",""
cg19262991,12,N_Shore,2113119,"",""
cg19263974,12,"",3103878,"",""
cg19264056,12,Island,20704653,"",""
cg19264325,12,N_Shelf,110335183,"",""
cg19265000,12,N_Shelf,49460706,"",""
cg19265103,12,N_Shore,51784644,"",""
cg19265886,12,"",55845465,rs79805443,""
cg19265948,12,"",23229286,"",""
cg19266635,12,N_Shore,46776389,"",""
cg19266778,12,"",3702667,"",""
cg19267248,12,N_Shore,98849532,"",""
cg19267325,12,Island,45270229,"",rs4415832
cg19267760,12,Island,42877547,"",""
cg19270858,12,N_Shore,53342770,"",""
cg19272663,12,"",57646177,"",""
cg19273074,12,"",41832738,"",rs2125288
cg19273715,12,N_Shore,22198364,"",""
cg19274618,12,S_Shelf,50240958,"",""
cg19276318,12,S_Shore,56755499,"",""
cg19286986,12,N_Shelf,6931017,"",""
cg19290410,12,Island,114847438,"",""
cg19300124,12,"",29127750,"",""
cg19300195,12,N_Shelf,6162821,"",rs2283333
cg19301250,12,Island,118198768,"",""
cg19301450,12,"",113827166,"",rs71929465
cg19303076,12,"",45677955,"",""
cg19303524,12,"",67040901,"",""
cg19303619,12,Island,115121047,"",""
cg19304797,12,"",34445021,"",""
cg19305604,12,S_Shore,132958038,rs71649163,rs77074043
cg19310515,12,"",58859177,"",""
cg19310604,12,S_Shelf,54383389,"",""
cg19311889,12,S_Shore,57483793,"",""
cg19312404,12,"",104213449,"",""
cg19313015,12,Island,133464323,"",""
cg19313353,12,"",107965627,"",""
cg19320803,12,"",116922265,"",""
cg19321018,12,S_Shore,15942969,"",""
cg19322788,12,"",125831167,"",rs35944662
cg19323374,12,Island,57943921,"",""
cg19323830,12,"",8575691,"",""
cg19325331,12,S_Shore,132849424,"",""
cg19325508,12,"",125102675,rs12822458,""
cg19326153,12,Island,45610704,"",""
cg19327049,12,N_Shore,133306772,"",""
cg19328828,12,"",123215471,"",""
cg19339811,12,S_Shore,50419529,"",""
cg19340625,12,Island,123319981,"",""
cg19341309,12,N_Shelf,124948140,"",""
cg19341919,12,Island,100660793,"",""
cg19341992,12,"",8380472,"",""
cg19343014,12,"",97611381,"",""
cg19343861,12,Island,123481935,"",""
cg19344708,12,N_Shore,71003108,"",""
cg19344878,12,N_Shelf,131369535,"",""
cg19345219,12,"",6747405,"",""
cg19345244,12,N_Shore,5602393,"",""
cg19345970,12,"",52780659,rs1995633,""
cg19346371,12,Island,115120789,"",""
cg19347790,12,S_Shore,81332050,"",""
cg19350133,12,Island,3948413,"",""
cg19350162,12,N_Shelf,124927552,"",""
cg19350479,12,"",104199610,"",""
cg19351533,12,"",110506707,"",""
cg19351628,12,"",58246612,"",""
cg19351838,12,N_Shore,132333341,"",""
cg19353052,12,S_Shore,113516445,rs12817870,rs76356885
cg19353873,12,S_Shore,48100219,"",""
cg19355069,12,Island,125028302,"",""
cg19355210,12,"",114739935,"",""
cg19356082,12,"",68862916,"",rs61924968
cg19356346,12,"",100749441,"",""
cg19356347,12,N_Shore,28122626,"",""
cg19357999,12,"",121661762,"",""
cg19358307,12,"",128675426,"",""
cg19358373,12,S_Shore,133414571,"",""
cg19358664,12,Island,125348552,"",""
cg19359333,12,N_Shore,52240545,"",""
cg19359398,12,Island,108523056,"",""
cg19359550,12,"",5137028,"",""
cg19360852,12,N_Shore,12848977,"",""
cg19364879,12,Island,111807000,"",rs34761841
cg19364902,12,Island,131323494,"",""
cg19365166,12,N_Shore,52695623,"",""
cg19365176,12,"",116963394,"",""
cg19366091,12,"",44292779,"",""
cg19367466,12,Island,123717773,"",""
cg19368679,12,Island,120555201,"",""
cg19368844,12,"",34453498,"",""
cg19369955,12,"",2030178,"",""
cg19370084,12,Island,125671504,"",""
cg19370222,12,"",3122553,"",""
cg19371652,12,"",113415883,"",""
cg19372049,12,Island,108954532,"",""
cg19372731,12,Island,1800405,"",""
cg19373874,12,"",115946022,"",""
cg19374430,12,"",116603894,"",""
cg19374476,12,"",133225617,"",""
cg19374752,12,S_Shelf,52404151,"",""
cg19378376,12,Island,122151003,"",""
cg19378602,12,N_Shore,125477596,"",""
cg19379572,12,N_Shore,42876523,"",""
cg19381368,12,Island,8850370,"",""
cg19381792,12,N_Shelf,131526494,"",""
cg19382027,12,Island,53719376,"",""
cg19382290,12,"",132495840,"",""
cg19385321,12,Island,132314041,"",""
cg19386159,12,Island,109125243,"",""
cg19386169,12,Island,133296477,"",""
cg19388332,12,Island,102091141,"",""
cg19388446,12,Island,6715730,"",""
cg19389641,12,Island,6472691,"",""
cg19390271,12,"",70645360,"",rs10506584
cg19390821,12,Island,56661130,"",""
cg19390995,12,"",106551225,rs71468291,""
cg19393008,12,"",52798363,"",""
cg19394510,12,S_Shore,58068806,"",""
cg19395441,12,S_Shore,121454451,"",""
cg19395684,12,"",117147684,"",""
cg19402885,12,N_Shore,15475236,rs73057219,""
cg19405302,12,Island,125549972,"",""
cg19406706,12,"",90907421,"",""
cg19407459,12,S_Shore,26986763,"",""
cg19409546,12,"",72477363,"",""
cg19409679,12,S_Shelf,121535941,rs1180002,""
cg19410364,12,N_Shore,121647217,"",rs75080906
cg19421125,12,Island,6882856,"",""
cg19422652,12,Island,53574585,"",""
cg19425431,12,Island,121078196,"",""
cg19425513,12,"",78623412,"",""
cg19426128,12,"",49667081,"",""
cg19426459,12,"",132554069,"",""
cg19426678,12,Island,117537404,"",rs78382498
cg19426944,12,N_Shore,48397225,"",""
cg19427600,12,"",94683151,"",""
cg19427610,12,Island,65515031,"",""
cg19427872,12,S_Shelf,109494587,"",""
cg19428682,12,Island,42538191,"",""
cg19430489,12,S_Shelf,75728104,"",""
cg19433021,12,S_Shore,104532907,"",""
cg19434066,12,Island,121790083,"",""
cg19434937,12,"",7104184,"",""
cg19435724,12,Island,54387917,"",""
cg19437060,12,Island,110434204,"",""
cg19437281,12,N_Shore,132934889,"",""
cg19438469,12,Island,56211383,"",""
cg19439837,12,S_Shelf,4923529,"",""
cg19441128,12,Island,91347962,"",""
cg19443683,12,"",7926589,"",""
cg19444027,12,N_Shore,57145625,"",""
cg19444508,12,"",121104809,"",rs35520598
cg19444998,12,S_Shelf,133352427,"",""
cg19445044,12,"",52596367,"",rs75219066
cg19445588,12,"",116904641,"",""
cg19446385,12,"",34458462,"",rs74965716
cg19446790,12,"",132647700,"",""
cg19447629,12,"",82766859,"",""
cg19447686,12,Island,53448085,"",""
cg19449969,12,"",42816769,"",""
cg19451673,12,Island,48398730,"",""
cg19452060,12,Island,57914632,"",""
cg19453136,12,"",126939476,"",""
cg19453353,12,N_Shore,51817734,"",rs11169836
cg19455963,12,Island,124196937,"",""
cg19457237,12,Island,34500585,"",rs12369042
cg19460283,12,S_Shelf,122269075,"",""
cg19461320,12,S_Shore,125473848,"",""
cg19461392,12,Island,26349002,"",""
cg19462193,12,Island,122751180,"",""
cg19463703,12,S_Shelf,57874033,"",""
cg19464320,12,N_Shore,121148158,"",""
cg19464484,12,"",131615223,rs35959354,""
cg19466605,12,"",57488961,"",""
cg19468883,12,"",121198447,"",""
cg19470832,12,"",55419490,"",""
cg19471319,12,N_Shelf,49480859,"",""
cg19471399,12,S_Shelf,514252,"",""
cg19472098,12,Island,175809,"",""
cg19473428,12,N_Shelf,132290929,"",""
cg19473701,12,"",19260895,"",""
cg19475020,12,"",119119725,"",""
cg19475067,12,"",110867756,"",""
cg19475930,12,Island,120907604,"",""
cg19476334,12,"",68743928,"",""
cg19476647,12,Island,6492948,"",""
cg19477192,12,S_Shore,113594211,"",""
cg19477293,12,N_Shore,131529005,"",""
cg19478678,12,"",118298211,"",rs78606934
cg19478779,12,S_Shore,91349273,"",""
cg19478962,12,"",93428978,"",""
cg19479042,12,"",51591725,"",""
cg19482754,12,"",110224547,"",""
cg19483405,12,N_Shore,132921188,"",""
cg19483465,12,S_Shore,132896939,"",rs28455494
cg19483506,12,S_Shore,110437936,"",""
cg19484141,12,"",54577268,"",""
cg19484680,12,"",53241452,"",""
cg19484886,12,Island,62997435,"",""
cg19485271,12,N_Shelf,10362670,"",""
cg19486955,12,"",96674211,"",""
cg19488505,12,S_Shelf,6477001,"",""
cg19491035,12,N_Shore,12502846,"",rs75085409
cg19494742,12,"",123058028,"",""
cg19495013,12,N_Shore,52214119,"",""
cg19496587,12,N_Shore,6809127,rs77574499,rs77676606
cg19499099,12,"",131512480,"",""
cg19499361,12,N_Shore,21680220,"",""
cg19504001,12,"",57589740,"",rs1800155
cg19508191,12,Island,109124361,"",""
cg19508790,12,"",34547604,"",""
cg19508957,12,Island,32908905,"",""
cg19509514,12,Island,6716593,"",""
cg19509829,12,"",110778665,"",""
cg19509830,12,"",125329729,"",rs11057855
cg19510206,12,N_Shore,133101587,"",""
cg19510318,12,N_Shore,57913710,"",rs28382842
cg19510484,12,S_Shore,95868044,"",rs12385818
cg19510970,12,N_Shore,133066754,"",""
cg19511229,12,N_Shelf,72077434,"",""
cg19511862,12,Island,125478458,"",""
cg19512961,12,Island,133363341,"",""
cg19513492,12,"",48419976,rs76903014,""
cg19513727,12,"",110708125,"",""
cg19515108,12,"",123599873,rs79413500,""
cg19516235,12,Island,104682931,"",""
cg19516457,12,S_Shore,72667707,"",""
cg19516733,12,"",113830907,"",""
cg19517509,12,Island,120933726,"",""
cg19518973,12,"",70861233,"",""
cg19520337,12,"",39115661,"",""
cg19520493,12,"",119626409,"",""
cg19520710,12,N_Shore,57915613,"",""
cg19520879,12,N_Shore,131528311,"",""
cg19522467,12,"",10270398,"",""
cg19523213,12,"",21927973,"",""
cg19523287,12,S_Shore,49488311,"",""
cg19523618,12,"",125438446,"",""
cg19523862,12,"",68167740,"",""
cg19524350,12,Island,52431177,"",""
cg19524824,12,"",50023313,"",""
cg19524972,12,Island,121647936,"",""
cg19525078,12,"",29581042,"",""
cg19525226,12,"",122461295,"",""
cg19525872,12,N_Shore,130934808,"",""
cg19526779,12,S_Shore,1800909,"",""
cg19527799,12,"",22021295,"",""
cg19528797,12,"",117468110,"",""
cg19529333,12,S_Shore,187788,rs2650198,""
cg19529577,12,Island,65174392,"",""
cg19529621,12,"",2045722,"",""
cg19529732,12,S_Shore,122712101,"",rs78028061
cg19530293,12,"",72426134,"",""
cg19532939,12,"",14996525,"",""
cg19532959,12,S_Shelf,65518055,rs73131229,""
cg19535267,12,S_Shore,57625610,"",""
cg19535609,12,N_Shore,122687758,"",""
cg19536810,12,Island,59313817,"",""
cg19536929,12,N_Shore,115134594,"",""
cg19537932,12,"",55886519,"",""
cg19537969,12,"",91357909,"",""
cg19538722,12,Island,124197506,"",""
cg19539391,12,N_Shore,54611114,"",""
cg19540390,12,Island,124086301,"",""
cg19540425,12,"",32655836,"",""
cg19540943,12,Island,10264389,"",""
cg19542346,12,N_Shore,58145283,"",""
cg19542445,12,"",2596220,"",""
cg19543296,12,"",8799841,"",""
cg19547404,12,"",65276409,"",""
cg19549232,12,"",72245061,rs328774,""
cg19549469,12,"",45668950,"",""
cg19551573,12,Island,56498328,"",""
cg19552565,12,N_Shore,109490128,"",""
cg19554257,12,"",116996931,"",""
cg19554457,12,S_Shelf,93774772,"",""
cg19556774,12,Island,8025640,"",""
cg19558214,12,"",131769284,"",""
cg19559587,12,"",57588144,rs76765217,""
cg19560014,12,"",31799118,"",""
cg19560648,12,"",132113180,"",""
cg19561607,12,S_Shore,25103173,"",""
cg19561972,12,"",130711426,"",""
cg19562022,12,N_Shelf,125667957,"",""
cg19563158,12,S_Shelf,112284205,"",""
cg19563525,12,"",69909397,"",""
cg19564212,12,"",129252220,"",""
cg19566663,12,Island,50505754,"",""
cg19567168,12,Island,6438502,"",""
cg19568722,12,S_Shelf,8126685,"",""
cg19570943,12,Island,10766292,"",""
cg19571390,12,"",94157676,"",""
cg19573198,12,S_Shore,54476240,"",""
cg19574297,12,"",107039089,"",""
cg19575683,12,"",130923160,"",""
cg19576241,12,"",116756805,"",""
cg19576798,12,"",116893334,"",""
cg19582614,12,Island,4381894,"",""
cg19584027,12,N_Shelf,94529752,"",""
cg19585003,12,Island,112280177,"",""
cg19585214,12,"",46599925,"",""
cg19585433,12,S_Shore,133658083,"",""
cg19586702,12,"",88178203,"",""
cg19586709,12,S_Shore,133054309,"",""
cg19588861,12,Island,56497945,"",""
cg19589277,12,"",119313382,"",""
cg19589800,12,"",93820263,"",rs11107020
cg19589939,12,N_Shelf,103355326,"",""
cg19590591,12,N_Shore,133349418,"",""
cg19591105,12,"",1724930,"",""
cg19592721,12,N_Shore,75905004,"",""
cg19593762,12,Island,58240809,"",""
cg19594470,12,"",86994755,"",""
cg19594606,12,Island,7023461,"",""
cg19595750,12,Island,133065939,"",""
cg19596177,12,Island,95611375,"",""
cg19597170,12,"",130618547,"",""
cg19598571,12,Island,132690384,"",rs76226024
cg19598685,12,Island,109592525,"",""
cg19599202,12,Island,121124787,"",""
cg19599226,12,S_Shore,130910731,"",""
cg19601035,12,N_Shore,48399140,"",""
cg19601865,12,N_Shore,132687172,"",rs10902509
cg19602931,12,N_Shore,51632444,"",""
cg19603596,12,N_Shelf,124115280,"",""
cg19604907,12,"",50444723,"",""
cg19606096,12,N_Shore,93861141,rs35972769,""
cg19609099,12,N_Shore,121710771,"",""
cg19610177,12,"",21531187,"",rs78822118
cg19611616,12,S_Shore,27397833,"",""
cg19612376,12,N_Shore,111473587,"",""
cg19612890,12,Island,131356591,"",""
cg19613930,12,S_Shore,56513362,"",""
cg19614504,12,N_Shore,54088760,rs79828172,""
cg19615059,12,N_Shore,110270919,"",rs4635144
cg19615102,12,"",104335436,"",""
cg19615639,12,"",11848019,rs74483919,""
cg19615651,12,N_Shore,120882378,"",""
cg19615684,12,S_Shore,6310744,"",""
cg19617932,12,Island,1703704,"",""
cg19618807,12,"",14217297,"",""
cg19619405,12,Island,43945892,rs71455455,rs275603
cg19620086,12,S_Shore,46768016,"",""
cg19620982,12,S_Shore,120807285,"",""
cg19621579,12,Island,57623725,"",""
cg19622623,12,"",86230825,"",""
cg19623429,12,N_Shore,8332737,"",rs4385967
cg19625471,12,S_Shelf,52656589,"",""
cg19627653,12,Island,133365649,"",""
cg19627869,12,"",56391069,"",""
cg19628333,12,"",56914766,"",""
cg19629079,12,"",111403841,"",""
cg19629843,12,"",69667286,"",""
cg19630667,12,"",52774147,"",""
cg19631815,12,N_Shelf,113528791,"",""
cg19631876,12,"",117901264,"",rs78001577
cg19632664,12,"",34447816,"",""
cg19634247,12,Island,54403314,"",""
cg19636411,12,"",95909538,"",rs61939480
cg19636672,12,N_Shore,56881121,"",""
cg19637372,12,Island,93771980,rs71527389,""
cg19637686,12,Island,132824369,rs28537135,rs28681410
cg19637821,12,N_Shore,133133572,"",""
cg19638308,12,Island,132896568,"",""
cg19639071,12,"",114211821,"",""
cg19639873,12,Island,49716966,"",""
cg19641266,12,"",132423637,"",""
cg19641325,12,"",116864616,"",""
cg19641582,12,Island,71003638,"",""
cg19641804,12,"",54653065,"",""
cg19642100,12,Island,9102345,"",""
cg19642421,12,"",131438737,"",""
cg19642431,12,S_Shore,132939992,"",rs80354393
cg19642433,12,N_Shore,64783703,"",""
cg19642920,12,S_Shore,6810328,"",""
cg19644449,12,Island,46385886,"",""
cg19644949,12,"",29650574,"",""
cg19645103,12,Island,69753606,"",rs622656
cg19645734,12,S_Shore,49582919,"",""
cg19646200,12,S_Shore,132886954,"",""
cg19646204,12,"",9833145,"",""
cg19647197,12,N_Shelf,102452287,"",""
cg19647370,12,"",26146815,"",rs2279680
cg19647611,12,S_Shore,112848175,"",""
cg19650755,12,"",68617143,"",""
cg19651115,12,"",11700343,"",rs6488428
cg19651132,12,Island,5018805,"",""
cg19651757,12,"",10096118,"",""
cg19651935,12,Island,110318507,"",""
cg19653282,12,"",95009858,"",""
cg19653417,12,S_Shore,132654924,"",""
cg19656577,12,Island,3600229,"",""
cg19656689,12,"",71113529,"",""
cg19657201,12,Island,69139816,"",""
cg19657449,12,"",11701019,"",""
cg19657723,12,Island,50451314,"",""
cg19657934,12,N_Shelf,133128014,"",""
cg19658522,12,"",132270218,"",""
cg19658829,12,Island,125399894,"",""
cg19659215,12,"",21488180,"",""
cg19659642,12,S_Shelf,6314137,"",""
cg19660243,12,N_Shelf,125048224,"",rs1632293
cg19660531,12,S_Shore,5937409,"",""
cg19660618,12,Island,50222159,"",""
cg19662922,12,N_Shore,9217079,"",""
cg19663008,12,"",133472643,"",""
cg19664290,12,"",106290918,"",""
cg19666225,12,"",17972332,"",""
cg19666600,12,S_Shore,110907609,"",rs73191809
cg19667304,12,Island,68043875,"",rs76629990
cg19668010,12,S_Shelf,102517154,"",""
cg19668034,12,"",75878019,"",rs11180547
cg19668597,12,"",46786365,"",""
cg19672751,12,"",78153763,"",""
cg19673995,12,"",132163518,"",""
cg19674878,12,"",117470549,"",""
cg19676328,12,Island,49525230,"",""
cg19677302,12,N_Shore,33048259,"",""
cg19678730,12,"",9280567,"",""
cg19679081,12,N_Shelf,14514673,"",""
cg19680413,12,Island,52639388,"",""
cg19682249,12,N_Shore,93962487,"",""
cg19683551,12,S_Shore,131919784,"",""
cg19685205,12,"",8672038,"",""
cg19685229,12,"",116587387,"",""
cg19685398,12,"",117299508,"",""
cg19685491,12,Island,2800278,"",""
cg19685709,12,N_Shelf,119208234,"",""
cg19686001,12,S_Shore,85307080,"",""
cg19689672,12,"",96001921,rs1862023,rs7138413
cg19690403,12,"",117470568,"",""
cg19692165,12,S_Shore,24716640,"",""
